序号,消息id,发送方,消息格式,消息内容,时间
840,862606100295931,商家,text,这款添加了抗氧化成分，正常8小时内不会明显暗沉，配合妆前乳更持久哦~,2026-06-15 20:14:27.595
840,862606100296016,买家,text,好，听你的拍03健康色,2026-06-15 20:15:09.556
840,862606100296048,商家,text,好眼光！这个色号是我们家断货王，现在拍还送面膜两片哦❤,2026-06-15 20:16:11.021
841,862606100296091,买家,text,在么在么,2026-06-15 20:20:11.140
841,862606100296135,买家,text,闺蜜是敏感肌,2026-06-15 20:20:34.559
841,862606100296221,买家,text,送什么面膜安全,2026-06-15 20:20:42.617
841,862606100296274,商家,text,亲亲在的哦~,2026-06-15 20:21:19.548
841,862606100296358,商家,text,敏感肌闭眼入积雪草舒缓修护面膜，无酒精无香精，医美后也能用的~,2026-06-15 20:21:35.084
841,862606100296441,买家,text,包装精美吗？直接寄她地址,2026-06-15 20:22:38.607
841,862606100296501,商家,text,礼盒是磨砂烫金款很有质感，可以直接寄收礼人地址，单据不显示价格放心~,2026-06-15 20:23:23.111
841,862606100296578,买家,text,太好了，就这套吧,2026-06-15 20:25:23.857
841,862606100296666,商家,text,好的~祝您送礼成功，她一定会喜欢的❤,2026-06-15 20:25:56.638
842,862606100296748,买家,text,包裹压变形了,2026-06-15 20:41:04.743
842,862606100296794,买家,text,洋甘菊修护唇膜漏得到处都是！！,2026-06-15 20:41:27.352
842,862606100296852,买家,picture,https://img.example.com/buyer/damage/560492.jpg,2026-06-15 20:41:49.407
842,862606100296949,买家,text,怎么没人说话，无语,2026-06-15 20:47:10.931
842,862606100296994,商家,text,非常抱歉给您带来不好的体验！这边已看到图片，先帮您登记核实，一定给您明确的处理结果,2026-06-15 20:48:14.730
842,862606100297043,买家,text,你们现在给我个明确方案,2026-06-15 20:48:44.727
842,862606100297133,买家,text,不要让我一直等,2026-06-15 20:49:06.482
842,862606100297181,商家,text,确认是运输/包装问题的话，支持补发、换货或退款，您选哪种这边马上安排~,2026-06-15 20:49:26.296
843,862606100297261,买家,text,你好,2026-06-15 20:41:08.440
843,862606100297312,买家,text,订单20260645204878什么时候发货？都两天了,2026-06-15 20:41:13.048
843,862606100297405,商家,text,您好，客服小美很高兴为您服务~,2026-06-15 20:42:41.210
843,862606100297495,商家,text,亲，已催仓库优先处理您的订单，发出后会短信通知，请留意物流信息~,2026-06-15 20:43:00.637
843,862606100297563,买家,text,别跟我说一般，给个准话今天发不发,2026-06-15 20:45:43.317
843,862606100297621,商家,text,理解您着急的心情，刚和仓库确认过，您的包裹今天一定发出，请放心~,2026-06-15 20:47:10.288
844,862606100297676,买家,text,买错了，想把多肽紧致眼霜换成果酸焕肤身体乳，怎么操作,2026-06-15 20:48:43.613
844,862606100297769,商家,text,亲，换货可以直接在订单页申请「换货」，选好新款式，我们收到退件后48小时内发出新品~,2026-06-15 20:49:43.779
844,862606100297851,买家,text,退款多久到账,2026-06-15 20:51:24.420
844,862606100297889,商家,text,退款在仓库验收后1-3个工作日原路退回，请留意账户到账信息~,2026-06-15 20:52:19.636
844,862606100297973,买家,text,好，那我去申请,2026-06-15 20:54:31.565
844,862606100298053,商家,text,好的亲~申请后把单号发我，这边帮您加急处理哦❤,2026-06-15 20:55:20.265
845,862606100298128,买家,text,上个月买的还能补开发票不,2026-06-15 20:51:25.672
845,862606100298174,商家,text,3个月内的订单都可以补开哦，把订单号和抬头信息发我，这边帮您提交~,2026-06-15 20:52:41.483
845,862606100298222,买家,text,好的，信息发你了,2026-06-15 20:55:17.826
845,862606100298284,商家,text,收到~已帮您提交开票申请，开好后第一时间发送给您，请留意查收哦❤,2026-06-15 20:56:25.252
846,862606100298361,买家,text,在吗,2026-06-15 20:52:15.888
846,862606100298397,买家,text,刚签收，水杨酸祛痘棉片泵头按不下去，是不是坏的,2026-06-15 20:52:18.945
846,862606100298465,买家,picture,https://img.example.com/buyer/damage/641887.jpg,2026-06-15 20:52:42.999
846,862606100298511,买家,text,喂？,2026-06-15 20:59:18.669
846,862606100298544,商家,text,非常抱歉给您带来不好的体验！这边已看到图片，先帮您登记核实，一定给您明确的处理结果,2026-06-15 20:59:31.987
846,862606100298628,买家,text,这个月第二次了，你们包装能不能上点心,2026-06-15 21:00:01.089
846,862606100298724,商家,text,真的非常抱歉！已反馈仓库加强包装，这单给您补发并附赠面膜两片作为补偿，请您消气~,2026-06-15 21:00:58.359
847,862606100298782,买家,text,想给女朋友买套护肤品当生日礼物，有推荐吗？预算500左右,2026-06-15 20:55:35.176
847,862606100298862,商家,text,有的呢~推荐我们的明星礼盒：角鲨烷保湿面霜+卸妆膏，礼盒包装带贺卡，预算内还能加购同款旅行装❤,2026-06-15 20:55:50.011
847,862606100298951,买家,text,有礼品袋吗,2026-06-15 20:57:49.776
847,862606100298995,商家,text,有的，赠送同色系礼品袋，送礼很有面子哦~,2026-06-15 20:59:15.130
848,862606100299039,买家,text,粉底液怎么选色号呀？我皮肤偏黄,2026-06-15 20:56:30.927
848,862606100299122,商家,picture,https://img.example.com/seller/shade_card/586667.jpg,2026-06-15 20:56:40.885
848,862606100299210,商家,text,可以看下手臂内侧肤色对照色卡，拿不准的话拍两个色号，不合适的未拆封可退哦~,2026-06-15 20:56:53.627
848,862606100299252,买家,text,会不会氧化变黄？,2026-06-15 20:59:03.191
848,862606100299344,商家,text,这款添加了抗氧化成分，正常8小时内不会明显暗沉，配合妆前乳更持久哦~,2026-06-15 21:00:24.204
849,862606100299395,买家,text,粉底液怎么选色号呀？我皮肤偏黄,2026-06-15 20:59:51.282
849,862606100299463,商家,picture,https://img.example.com/seller/shade_card/135288.jpg,2026-06-15 21:01:11.410
849,862606100299517,商家,text,显白推荐枫叶红，冷调更提气色，黄皮涂也不荧光~,2026-06-15 21:01:20.420
849,862606100299566,买家,text,遮瑕力怎么样,2026-06-15 21:02:28.761
849,862606100299649,商家,text,中等偏上遮瑕，日常痘印黑眼圈都能遮，厚涂也不卡纹~,2026-06-15 21:03:06.626
849,862606100299745,买家,text,好，听你的拍02象牙白,2026-06-15 21:05:21.465
849,862606100299798,商家,text,好眼光！这个色号是我们家断货王，现在拍还送化妆棉一包哦❤,2026-06-15 21:05:47.391
850,862606100299863,买家,text,这款含烟酰胺吗？我对烟酰胺不耐受,2026-06-15 21:27:53.360
850,862606100299960,商家,text,亲亲，成分表可以在详情页查看哦，烟酰胺排位靠前是核心成分，不耐受的话建议先建立耐受：隔天薄涂，从局部开始~,2026-06-15 21:28:30.563
851,862606100300014,买家,text,收到的多肽紧致眼霜和我之前专柜买的味道不一样,2026-06-15 21:31:00.522
851,862606100300075,商家,text,亲，不同批次香味可能有细微差异属正常现象，您可以扫瓶身防伪码验证真伪~,2026-06-15 21:31:29.625
852,862606100300132,买家,text,双头遮瑕笔现在有活动吗？,2026-06-15 21:45:40.983
852,862606100300210,商家,text,在的呢，您说~,2026-06-15 21:46:27.728
852,862606100300299,商家,text,您好~本周活动是满99减10，另外收藏加购再送化妆棉一包哦,2026-06-15 21:46:41.299
853,862606100300334,买家,text,亲，在不在,2026-06-15 22:01:47.697
853,862606100300368,买家,text,七天无理由是从签收当天算吗？,2026-06-15 22:01:52.161
853,862606100300409,买家,text,我已经拆封用过两次了也能退？,2026-06-15 22:02:06.355
853,862606100300465,商家,text,您好，是从签收次日起算7天哦，期间未拆封可直接申请退货，运费险会自动理赔~,2026-06-15 22:03:32.825
853,862606100300507,商家,text,过敏或质量问题拆封了也支持退的呢，其他情况拆封使用会影响二次销售，需专员审核，请您理解~,2026-06-15 22:03:38.628
854,862606100300571,买家,text,hello有人吗,2026-06-15 22:02:36.458
854,862606100300653,买家,text,视黄醇和玻尿酸能一起用吗,2026-06-15 22:02:42.042
854,862606100300715,商家,text,您好，这两个成分不冲突，可以分早晚使用更稳妥，白天记得防晒哦~,2026-06-15 22:03:16.805
854,862606100300770,买家,text,有没有完整成分表,2026-06-15 22:05:49.885
854,862606100300821,商家,text,建议新手先局部试用建立耐受，如出现持续刺痛泛红请停用，我们支持过敏凭证退货的哦~,2026-06-15 22:06:49.394
855,862606100300886,买家,text,口红奶茶色和13暖调自然哪个显白？,2026-06-15 22:08:19.857
855,862606100300977,商家,picture,https://img.example.com/seller/shade_card/363091.jpg,2026-06-15 22:08:56.248
855,862606100301015,商家,text,可以看下手臂内侧肤色对照色卡，拿不准的话拍两个色号，不合适的未拆封可退哦~,2026-06-15 22:09:01.810
855,862606100301080,买家,text,持久度如何，一天要补妆吗,2026-06-15 22:10:30.639
855,862606100301148,商家,text,实测8-10小时持妆，油皮建议定妆喷雾锁一下，基本不用补妆~,2026-06-15 22:11:49.779
855,862606100301215,买家,text,行，那我试试,2026-06-15 22:12:32.756
855,862606100301309,商家,text,好眼光！这个色号是我们家断货王，现在拍还送同款旅行装哦❤,2026-06-15 22:13:48.874
856,862606100301378,买家,text,在么在么,2026-06-15 22:30:24.579
856,862606100301460,买家,text,我拍了视黄醇抗皱晚霜，今天能发货吗？寄到昆明五华,2026-06-15 22:30:28.774
856,862606100301542,商家,text,亲亲在的哦~,2026-06-15 22:30:47.893
856,862606100301580,商家,text,您好~现货48小时内发出，默认京东物流，到昆明五华一般3天左右哦,2026-06-15 22:30:51.772
857,862606100301639,买家,text,玻尿酸补水精华液里玻尿酸浓度是多少？,2026-06-15 22:34:32.011
857,862606100301729,商家,text,您好~玻尿酸补水精华液中玻尿酸添加浓度为0.3%，属于温和有效的浓度区间，耐受后可每天使用哦,2026-06-15 22:35:15.081
857,862606100301769,买家,text,有没有完整成分表,2026-06-15 22:37:35.315
857,862606100301816,商家,text,详情页有完整备案成分表，也可以在药监局官网查询备案信息，正品保障请放心~,2026-06-15 22:37:48.753
858,862606100301871,买家,text,发什么快递？郑州金水几天能到,2026-06-15 22:36:17.028
858,862606100301932,商家,text,您好，默认发中通，到郑州金水一般3天，偏远地区会稍慢一点哦~,2026-06-15 22:37:20.315
858,862606100301985,买家,text,急用，明天出差要带走，能加急吗,2026-06-15 22:38:00.272
858,862606100302043,商家,text,这边帮您备注加急啦，仓库会优先安排，但最终以揽收时间为准，超时未发您随时来催我哦~,2026-06-15 22:38:19.300
859,862606100302101,买家,text,你好,2026-06-15 22:36:25.936
859,862606100302192,买家,text,我拍了玻尿酸补水精华液,2026-06-15 22:36:33.348
859,862606100302252,买家,text,今天能发货吗？寄到长沙岳麓,2026-06-15 22:36:41.444
859,862606100302340,商家,text,您好~现货48小时内发出，默认顺丰，到长沙岳麓一般2天左右哦,2026-06-15 22:36:55.404
859,862606100302389,买家,text,急用，明天出差要带走，能加急吗,2026-06-15 22:39:20.574
859,862606100302443,商家,text,这边帮您备注加急啦，仓库会优先安排，但最终以揽收时间为准，超时未发您随时来催我哦~,2026-06-15 22:40:34.265
860,862606100302503,买家,text,买错了,2026-06-16 08:45:31.585
860,862606100302579,买家,text,想把玻尿酸补水精华液换成水杨酸祛痘棉片，怎么操作,2026-06-16 08:45:50.834
860,862606100302617,商家,text,亲，换货可以直接在订单页申请「换货」，选好新款式，我们收到退件后48小时内发出新品~,2026-06-16 08:45:58.879
860,862606100302709,买家,text,退款多久到账,2026-06-16 08:46:23.999
860,862606100302769,商家,text,退款在仓库验收后1-3个工作日原路退回，请留意账户到账信息~,2026-06-16 08:47:34.637
860,862606100302817,买家,text,好，那我去申请,2026-06-16 08:49:23.337
860,862606100302857,商家,text,好的亲~申请后把单号发我，这边帮您加急处理哦❤,2026-06-16 08:50:02.287
861,862606100302902,买家,text,亲，在不在,2026-06-16 08:48:32.845
861,862606100302964,买家,text,买错了,2026-06-16 08:48:57.409
861,862606100302995,买家,text,想把神经酰胺修护面霜换成水杨酸祛痘棉片，怎么操作,2026-06-16 08:49:16.562
861,862606100303052,商家,text,亲，换货可以直接在订单页申请「换货」，选好新款式，我们收到退件后48小时内发出新品~,2026-06-16 08:50:01.941
861,862606100303134,买家,text,运费谁出？,2026-06-16 08:50:28.276
861,862606100303218,商家,text,质量/过敏问题运费我们承担；个人原因退货运费需要您承担哦，有运费险的话会自动理赔~,2026-06-16 08:51:39.821
862,862606100303261,买家,text,你们家神经酰胺修护面霜是正品吗？比专柜便宜好多,2026-06-16 09:13:24.372
862,862606100303347,商家,text,您好，客服小美很高兴为您服务~,2026-06-16 09:14:04.803
862,862606100303428,商家,text,您好~我们是品牌官方授权店铺，支持专柜验货，假一赔十，价格低是因为有平台补贴哦,2026-06-16 09:14:15.962
862,862606100303504,买家,picture,https://img.example.com/buyer/batch/611871.jpg,2026-06-16 09:14:40.714
862,862606100303581,商家,text,帮您查过啦，这个批次生产日期是2026年4月，保质期到2029年，很新鲜的哦~,2026-06-16 09:15:28.838
863,862606100303622,买家,text,用了积雪草舒缓修护面膜第二天脸上起了小红疹，还有点痒，怎么办,2026-06-16 09:18:13.718
863,862606100303659,商家,text,您好，先别担心~请立即停用并用清水洁面，避免叠加其他功效产品，如持续加重建议及时就医哦,2026-06-16 09:18:25.486
863,862606100303708,买家,text,是不是你们产品有问题？我用别的都没事,2026-06-16 09:20:30.085
863,862606100303743,买家,text,怎么不回我,2026-06-16 09:26:07.123
863,862606100303810,商家,text,每个人肤质耐受不同，产品是正规备案的，您的情况我们非常重视，支持全额退款并赠您舒缓小样~,2026-06-16 09:27:34.009
863,862606100303907,买家,picture,https://img.example.com/buyer/skin/142296.jpg,2026-06-16 09:28:24.609
863,862606100303960,买家,text,快点回一下,2026-06-16 09:33:08.659
863,862606100304007,商家,text,收到照片啦，已帮您登记过敏售后，退款将在1-3个工作日原路退回，祝您皮肤早日恢复~,2026-06-16 09:34:24.943
864,862606100304057,买家,text,在吗？,2026-06-16 09:30:10.994
864,862606100304130,买家,text,我拍了多肽紧致眼霜，今天能发货吗？寄到郑州金水,2026-06-16 09:30:24.489
864,862606100304161,商家,text,您好~现货48小时内发出，默认申通，到郑州金水一般3天左右哦,2026-06-16 09:31:19.308
864,862606100304244,买家,text,好，那我等消息,2026-06-16 09:33:07.154
864,862606100304281,商家,text,好的亲~发出后系统会自动推送单号，感谢您的耐心等待❤,2026-06-16 09:34:20.011
865,862606100304373,买家,text,在吗？想问下轻盈防晒霜SPF50+对细纹有改善吗,2026-06-16 09:31:39.894
865,862606100304467,商家,text,您好~这款主打温和修护和长效保湿，很多回购的宝宝反馈对细纹有帮助呢,2026-06-16 09:32:29.574
865,862606100304563,买家,text,会不会很油腻,2026-06-16 09:34:57.019
865,862606100304597,商家,text,质地比较清爽，上脸好推开易吸收，油皮宝宝也可以放心使用的~,2026-06-16 09:35:35.289
865,862606100304650,买家,text,和精华一起用可以吗,2026-06-16 09:37:34.509
865,862606100304700,商家,text,可以的呢，建议先水后精华再面霜，薄涂即可，叠加使用不冲突哦,2026-06-16 09:38:57.077
865,862606100304753,买家,text,好的谢谢,2026-06-16 09:40:50.428
865,862606100304796,商家,text,好的呢~有任何问题随时联系客服，祝您生活愉快，皮肤越来越好哦❤,2026-06-16 09:42:17.559
866,862606100304842,买家,text,黄二白选什么色号合适,2026-06-16 09:35:23.560
866,862606100304894,商家,text,亲亲在的哦~,2026-06-16 09:36:35.886
866,862606100304969,商家,picture,https://img.example.com/seller/shade_card/199545.jpg,2026-06-16 09:36:42.254
866,862606100305017,商家,text,可以看下手臂内侧肤色对照色卡，拿不准的话拍两个色号，不合适的未拆封可退哦~,2026-06-16 09:36:59.508
866,862606100305100,买家,text,会不会氧化变黄？,2026-06-16 09:39:01.420
866,862606100305195,商家,text,这款添加了抗氧化成分，正常8小时内不会明显暗沉，配合妆前乳更持久哦~,2026-06-16 09:39:27.849
867,862606100305267,买家,text,粉底液怎么选色号呀？我皮肤偏黄,2026-06-16 09:53:00.239
867,862606100305345,商家,picture,https://img.example.com/seller/shade_card/791395.jpg,2026-06-16 09:54:01.910
867,862606100305387,商家,text,显白推荐枫叶红，冷调更提气色，黄皮涂也不荧光~,2026-06-16 09:54:13.908
867,862606100305418,买家,text,遮瑕力怎么样,2026-06-16 09:56:21.251
867,862606100305489,商家,text,中等偏上遮瑕，日常痘印黑眼圈都能遮，厚涂也不卡纹~,2026-06-16 09:57:32.014
867,862606100305528,买家,text,行，那我试试,2026-06-16 09:58:53.338
867,862606100305568,商家,text,好眼光！这个色号是我们家断货王，现在拍还送同款旅行装哦❤,2026-06-16 09:59:20.050
868,862606100305610,买家,text,洋甘菊舒缓喷雾怎么用呀,2026-06-16 09:53:09.777
868,862606100305701,买家,text,早晚都要用吗,2026-06-16 09:53:28.106
868,862606100305791,商家,text,您好~洋甘菊舒缓喷雾建议早晚洁面后使用，取黄豆大小均匀涂抹全脸，避开眼周哦,2026-06-16 09:54:41.182
868,862606100305871,买家,text,明白了，谢谢,2026-06-16 09:56:52.813
868,862606100305953,商家,text,不客气哦~祝您使用愉快，有问题随时来找客服小美❤,2026-06-16 09:57:47.701
869,862606100305984,买家,text,果酸焕肤身体乳味道我不太喜欢,2026-06-16 10:06:53.548
869,862606100306079,买家,text,太浓了,2026-06-16 10:06:59.598
869,862606100306138,商家,text,抱歉没能符合您的喜好~这款是天然植物香，不含人工香精，介意气味的话下次可以试试我们的无香系列哦,2026-06-16 10:08:02.590
869,862606100306194,买家,text,无香系列有什么,2026-06-16 10:08:42.851
869,862606100306226,商家,text,无香系列有控油清爽乳液和卸妆膏，敏感鼻也友好，可以看看详情页哦~,2026-06-16 10:09:06.764
870,862606100306298,买家,text,这个满299减40的券能和店铺券叠加吗,2026-06-16 10:20:14.049
870,862606100306352,商家,text,亲亲在的哦~,2026-06-16 10:20:49.434
870,862606100306426,商家,text,可以叠加的呢！平台券+店铺券+赠品，到手价比日常划算很多，现在入手很合适~,2026-06-16 10:21:08.273
870,862606100306523,买家,text,好嘞，那我现在拍,2026-06-16 10:21:46.558
870,862606100306596,商家,text,好的亲~下单后备注「客服小美」，这边给您优先发货哦❤,2026-06-16 10:22:50.237
871,862606100306651,买家,text,买错了，想把积雪草舒缓修护面膜换成玫瑰纯露爽肤水，怎么操作,2026-06-16 10:26:07.392
871,862606100306689,商家,text,在的呢，您说~,2026-06-16 10:27:09.910
871,862606100306778,商家,text,亲，换货可以直接在订单页申请「换货」，选好新款式，我们收到退件后48小时内发出新品~,2026-06-16 10:27:31.710
871,862606100306853,买家,text,我已经拆封用过两次了也能退？,2026-06-16 10:27:58.732
871,862606100306910,商家,text,过敏或质量问题拆封了也支持退的呢，其他情况拆封使用会影响二次销售，需专员审核，请您理解~,2026-06-16 10:28:40.919
872,862606100306976,买家,text,双头遮瑕笔的批号在哪里看？我想查保质期,2026-06-16 10:32:05.325
872,862606100307017,商家,text,批号在瓶底/管尾喷码，格式如5824A46，保质期3年，详情页也有批次说明哦,2026-06-16 10:32:24.618
872,862606100307069,买家,picture,https://img.example.com/buyer/batch/447978.jpg,2026-06-16 10:35:20.252
872,862606100307112,商家,text,已核对，是官方渠道批次，请放心使用~如仍有疑虑支持七天无理由退货哦,2026-06-16 10:36:40.079
873,862606100307201,买家,text,发什么快递？深圳南山几天能到,2026-06-16 10:48:07.296
873,862606100307253,商家,text,您好，默认发中通，到深圳南山一般2天，偏远地区会稍慢一点哦~,2026-06-16 10:48:26.416
873,862606100307329,买家,text,好，那我等消息,2026-06-16 10:49:39.474
873,862606100307420,买家,text,？,2026-06-16 10:51:41.769
873,862606100307477,商家,text,好的亲~发出后系统会自动推送单号，感谢您的耐心等待❤,2026-06-16 10:52:33.096
874,862606100307537,买家,text,积雪草和水杨酸能一起用吗,2026-06-16 11:07:55.476
874,862606100307578,商家,text,在的在的，请讲~,2026-06-16 11:09:12.023
874,862606100307628,商家,text,您好，这两个成分不冲突，可以分早晚使用更稳妥，白天记得防晒哦~,2026-06-16 11:09:18.862
874,862606100307712,买家,text,新手直接用会刺激吗,2026-06-16 11:10:41.759
874,862606100307796,商家,text,详情页有完整备案成分表，也可以在药监局官网查询备案信息，正品保障请放心~,2026-06-16 11:12:11.489
875,862606100307870,买家,text,hello有人吗,2026-06-16 11:46:14.811
875,862606100307916,买家,text,刚签收,2026-06-16 11:46:37.308
875,862606100307980,买家,text,丝绒哑光口红泵头按不下去，是不是坏的，气死我了,2026-06-16 11:46:45.968
875,862606100308058,买家,picture,https://img.example.com/buyer/damage/842927.jpg,2026-06-16 11:47:05.112
875,862606100308097,商家,text,非常抱歉给您带来不好的体验！这边已看到图片，先帮您登记核实，一定给您明确的处理结果,2026-06-16 11:48:06.272
875,862606100308168,买家,text,我不想退了寄来寄去麻烦，能补发一个吗,2026-06-16 11:50:47.078
875,862606100308244,买家,text,在不在啊,2026-06-16 11:54:51.227
875,862606100308338,商家,text,可以补发的！旧的不用寄回，新的今天安排发出，给您添麻烦了非常抱歉,2026-06-16 11:56:14.083
876,862606100308385,买家,text,多肽紧致眼霜用了几次不太合适,2026-06-16 12:23:51.867
876,862606100308465,买家,text,能退吗,2026-06-16 12:24:05.365
876,862606100308529,买家,text,人呢？？,2026-06-16 12:27:36.019
876,862606100308603,商家,text,在的呢，您说~,2026-06-16 12:28:28.195
876,862606100308661,商家,text,您好~支持七天无理由退货（自签收次日起算），未拆封可直接申请，已拆封使用的这边帮您登记专员审核哦,2026-06-16 12:28:46.368
876,862606100308730,买家,text,退款多久到账,2026-06-16 12:31:09.707
876,862606100308776,商家,text,退款在仓库验收后1-3个工作日原路退回，请留意账户到账信息~,2026-06-16 12:32:36.349
876,862606100308809,买家,text,行，谢谢,2026-06-16 12:35:19.917
876,862606100308858,买家,text,这客服是摆设吗,2026-06-16 12:42:19.388
876,862606100308949,商家,text,好的亲~申请后把单号发我，这边帮您加急处理哦❤,2026-06-16 12:43:05.506
877,862606100309011,买家,text,这个前1小时赠正装小样的券能和店铺券叠加吗,2026-06-16 12:59:31.635
877,862606100309102,商家,text,在的呢，您说~,2026-06-16 13:00:47.519
877,862606100309162,商家,text,可以叠加的呢！平台券+店铺券+赠品，到手价比日常划算很多，现在入手很合适~,2026-06-16 13:01:03.637
877,862606100309195,买家,text,行，我凑一单,2026-06-16 13:03:51.368
877,862606100309252,商家,text,好的亲~下单后备注「客服小美」，这边给您优先发货哦❤,2026-06-16 13:04:42.401
878,862606100309308,买家,text,在么在么,2026-06-16 13:00:09.095
878,862606100309388,买家,text,闺蜜是敏感肌，送什么面膜安全,2026-06-16 13:00:18.872
878,862606100309431,商家,text,敏感肌闭眼入积雪草舒缓修护面膜，无酒精无香精，医美后也能用的~,2026-06-16 13:01:11.539
878,862606100309481,买家,text,能帮忙写贺卡吗,2026-06-16 13:02:07.513
878,862606100309545,商家,text,可以的~下单备注贺卡内容，手写卡片随礼盒寄出，还免费打蝴蝶结哦❤,2026-06-16 13:02:59.254
878,862606100309613,买家,text,太好了，就这套吧,2026-06-16 13:05:20.621
878,862606100309683,商家,text,好的~祝您送礼成功，她一定会喜欢的❤,2026-06-16 13:05:52.769
879,862606100309739,买家,text,在么在么,2026-06-16 13:35:45.971
879,862606100309789,买家,text,这款含多肽吗？我对多肽不耐受,2026-06-16 13:36:04.419
879,862606100309830,商家,text,亲亲，成分表可以在详情页查看哦，多肽排位靠前是核心成分，不耐受的话建议先建立耐受：隔天薄涂，从局部开始~,2026-06-16 13:37:16.325
880,862606100309921,买家,text,你们家多肽紧致眼霜是正品吗？比专柜便宜好多,2026-06-16 13:40:56.019
880,862606100309999,商家,text,您好~我们是品牌官方授权店铺，支持专柜验货，假一赔十，价格低是因为有平台补贴哦,2026-06-16 13:41:40.664
880,862606100310074,买家,picture,https://img.example.com/buyer/batch/982889.jpg,2026-06-16 13:43:16.499
880,862606100310135,商家,text,帮您查过啦，这个批次生产日期是2026年5月，保质期到2029年，很新鲜的哦~,2026-06-16 13:43:38.898
881,862606100310166,买家,text,口红枫叶红和奶茶色哪个显白？,2026-06-16 13:42:35.542
881,862606100310260,商家,picture,https://img.example.com/seller/shade_card/599491.jpg,2026-06-16 13:42:52.359
881,862606100310302,商家,text,这是色卡图哦~偏黄皮建议选21明亮色，自然贴肤不假白,2026-06-16 13:43:06.690
881,862606100310383,买家,text,持久度如何，一天要补妆吗,2026-06-16 13:45:16.157
881,862606100310463,商家,text,实测8-10小时持妆，油皮建议定妆喷雾锁一下，基本不用补妆~,2026-06-16 13:46:03.732
881,862606100310516,买家,text,行，那我试试,2026-06-16 13:46:21.036
881,862606100310569,商家,text,好眼光！这个色号是我们家断货王，现在拍还送洁面起泡网哦❤,2026-06-16 13:47:14.541
882,862606100310645,买家,text,这个满199减25的券能和店铺券叠加吗,2026-06-16 14:19:14.676
882,862606100310699,商家,text,可以叠加的呢！平台券+店铺券+赠品，到手价比日常划算很多，现在入手很合适~,2026-06-16 14:20:35.801
882,862606100310757,买家,text,OK懂了,2026-06-16 14:22:48.072
882,862606100310846,商家,text,好的亲~下单后备注「客服小美」，这边给您优先发货哦❤,2026-06-16 14:23:42.529
883,862606100310909,买家,text,混油皮用果酸焕肤身体乳会闷痘吗,2026-06-16 14:22:12.200
883,862606100310947,商家,text,亲，混油皮是可以用的，建议首次先在耳后或手臂内侧试用，无不适再上脸~,2026-06-16 14:23:24.073
883,862606100311003,买家,text,学生党适合吗,2026-06-16 14:24:53.742
883,862606100311075,商家,text,适合的，成分温和基础保湿为主，年轻肌肤日常护理完全OK~,2026-06-16 14:25:31.087
883,862606100311157,买家,text,好的，那我下单了,2026-06-16 14:28:23.754
883,862606100311191,商家,text,好的亲~今天下单还有赠品面膜两片哦，感谢支持❤,2026-06-16 14:29:30.159
884,862606100311271,买家,text,在吗,2026-06-16 14:26:55.019
884,862606100311346,买家,text,我是敏感肌,2026-06-16 14:27:14.555
884,862606100311379,买家,text,能用玻尿酸补水精华液吗,2026-06-16 14:27:25.742
884,862606100311428,买家,text,换季烂脸期能用吗,2026-06-16 14:27:41.374
884,862606100311499,商家,text,在的在的，请讲~,2026-06-16 14:27:49.686
884,862606100311535,商家,text,您好，这款针对敏感肌做过测试，肤感清爽不闷，正确用量一般不会闷痘的哦,2026-06-16 14:28:04.479
884,862606100311594,商家,text,换季敏感期建议精简护肤，先用舒缓保湿类，等皮肤稳定后再叠加功效型产品~,2026-06-16 14:28:11.783
885,862606100311637,买家,text,首页领的优惠券怎么用不了？,2026-06-16 14:46:27.360
885,862606100311729,商家,text,亲，麻烦截图发我看下券的使用条件哦，部分券限品类或有门槛金额~,2026-06-16 14:47:56.451
885,862606100311784,买家,picture,https://img.example.com/buyer/coupon/780795.jpg,2026-06-16 14:48:08.518
885,862606100311857,商家,text,这张券今天23:59过期，建议尽快下单，这边再帮您申请一个包邮特权~,2026-06-16 14:49:25.384
885,862606100311948,买家,text,OK懂了,2026-06-16 14:51:40.136
885,862606100312031,商家,text,好的亲~下单后备注「客服小美」，这边给您优先发货哦❤,2026-06-16 14:52:25.772
886,862606100312123,买家,text,我有点生气了，买的美白淡斑精华收到瓶口是坏的，这怎么用？,2026-06-16 14:53:55.593
886,862606100312186,买家,picture,https://img.example.com/buyer/damage/336003.jpg,2026-06-16 14:54:17.187
886,862606100312252,商家,text,非常抱歉给您带来不好的体验！这边已看到图片，先帮您登记核实，一定给您明确的处理结果,2026-06-16 14:54:40.283
886,862606100312335,买家,text,你们现在给我个明确方案，真的服了,2026-06-16 14:55:28.253
886,862606100312425,买家,text,不要让我一直等,2026-06-16 14:55:34.221
886,862606100312479,商家,text,确认是运输/包装问题的话，支持补发、换货或退款，您选哪种这边马上安排~,2026-06-16 14:56:27.032
887,862606100312561,买家,text,在吗？想问下卸妆膏对闭口有改善吗,2026-06-16 15:04:20.277
887,862606100312657,商家,text,您好~这款主打温和修护和长效保湿，很多回购的宝宝反馈对闭口有帮助呢,2026-06-16 15:05:00.065
887,862606100312688,买家,text,和精华一起用可以吗,2026-06-16 15:06:24.967
887,862606100312754,商家,text,可以的呢，建议先水后精华再面霜，薄涂即可，叠加使用不冲突哦,2026-06-16 15:07:43.077
